Wall time,Step,Value
1629792499.0631714,120,3046.816650390625
1629792624.0748043,380,3035.976806640625
1629792682.0661426,500,3973.9912109375
1629792831.9645782,820,2008.2275390625
1629792850.622416,860,4593.53857421875
1629792878.7898126,920,2385.828857421875
1629792897.6513069,960,2544.162109375
1629792954.8501902,1080,1440.0
1629792984.2573183,1140,1440.0
1629793128.9401746,1440,1440.0
1629793158.2091403,1500,1440.0
1629793207.3638403,1600,1440.0
1629793284.3284454,1760,1440.0
1629793352.2704344,1900,1440.0
1629793430.2490375,2060,1440.0
1629793459.4964945,2120,1440.0
1629793469.1835272,2140,1440.0
1629793536.309815,2280,1440.0
1629793662.2874222,2540,1440.0
1629793788.451847,2800,1440.0
1629793896.794309,3020,1440.0
1629793945.6111398,3120,1440.0
1629793974.272703,3180,1440.0
1629794062.0143468,3360,1440.0
1629794071.7051063,3380,1440.0
1629794169.1410625,3580,1440.0
1629794217.20392,3680,1440.0
1629794236.7151318,3720,1440.0
1629794246.3081694,3740,1440.0
1629794284.9397488,3820,1440.0
1629794363.0348692,3980,1440.0
1629794440.6596565,4140,1440.0
1629794450.751161,4160,1440.0
1629794498.7359276,4260,1440.0
1629794605.018077,4480,1440.0
1629794662.759756,4600,1440.0
1629794711.7490163,4700,1440.0
1629794741.4181688,4760,1440.0
1629794858.1155305,5000,1440.0
1629794915.778205,5120,1440.0
1629794964.1945438,5220,1440.0
1629795032.5702019,5360,1440.0
1629795071.4143133,5440,1440.0
1629795091.0308373,5480,1440.0
1629795274.0516458,5860,1440.0
1629795322.000542,5960,1440.0
1629795331.3189447,5980,1440.0
1629795378.0520117,6080,1440.0
1629795424.9770138,6180,1440.0
1629795443.6188157,6220,1440.0
1629795517.7028565,6380,1440.0
1629795527.0879753,6400,1440.0
1629795593.9074488,6540,1440.0
1629795631.5147858,6620,1440.0
1629795718.799551,6800,1440.0
1629795797.2136748,6960,1440.0
1629795952.5800722,7280,1440.0
1629795991.272979,7360,1440.0
1629796051.0533156,7480,1440.0
1629796089.7251291,7560,1440.0
1629796108.8305264,7600,1440.0
1629796515.7509797,8440,1440.0
1629796525.6911337,8460,1440.0
1629796544.8449042,8500,1440.0
1629796602.8458285,8620,1440.0
1629796690.1275415,8800,1440.0
1629796709.3792522,8840,1440.0
1629796719.2853603,8860,1440.0
1629796748.4099567,8920,1440.0
