Wall time,Step,Value
1629791248.6373456,120,1504.5216064453125
1629791369.615353,380,2633.802490234375
1629791426.484541,500,2130.7236328125
1629791576.0080903,820,3546.656982421875
1629791594.70511,860,5548.45263671875
1629791621.1570737,920,4092.466552734375
1629791638.7358737,960,4229.04541015625
1629791694.5009477,1080,1440.0
1629791722.824737,1140,1440.0
1629791863.9746664,1440,1440.0
1629791892.9997444,1500,1440.0
1629791940.356322,1600,1440.0
1629792015.8547688,1760,1440.0
1629792082.014657,1900,1440.0
1629792157.0875678,2060,1440.0
1629792185.011131,2120,1440.0
1629792194.3992107,2140,1440.0
1629792260.4366705,2280,1440.0
1629792383.0940459,2540,1440.0
1629792504.3944216,2800,1440.0
1629792605.6592283,3020,1440.0
1629792652.0967944,3120,1440.0
1629792679.3869236,3180,1440.0
1629792763.872208,3360,1440.0
1629792773.2410324,3380,1440.0
1629792865.0396655,3580,1440.0
1629792910.952981,3680,1440.0
1629792929.7657893,3720,1440.0
1629792939.3294523,3740,1440.0
1629792976.5162704,3820,1440.0
1629793051.764151,3980,1440.0
1629793127.4984002,4140,1440.0
1629793136.6785605,4160,1440.0
1629793184.505235,4260,1440.0
1629793288.6091962,4480,1440.0
1629793344.8944113,4600,1440.0
1629793391.859175,4700,1440.0
1629793420.0399003,4760,1440.0
1629793532.5712507,5000,1440.0
1629793588.9107587,5120,1440.0
1629793636.003492,5220,1440.0
1629793702.591334,5360,1440.0
1629793740.2081943,5440,1440.0
1629793759.0157633,5480,1440.0
1629793940.130272,5860,1440.0
1629793987.6010401,5960,1440.0
1629793997.0827549,5980,1440.0
1629794045.7312577,6080,1440.0
1629794092.554827,6180,1440.0
1629794111.360704,6220,1440.0
1629794186.8629258,6380,1440.0
1629794196.3601058,6400,1440.0
1629794262.2748115,6540,1440.0
1629794300.3278697,6620,1440.0
1629794384.4161892,6800,1440.0
1629794459.8980858,6960,1440.0
1629794610.6810224,7280,1440.0
1629794648.1293113,7360,1440.0
1629794704.4460955,7480,1440.0
1629794741.425105,7560,1440.0
1629794760.0811625,7600,1440.0
1629795153.175655,8440,1440.0
1629795162.2637432,8460,1440.0
1629795180.267664,8500,1440.0
1629795235.5935118,8620,1440.0
1629795319.0340192,8800,1440.0
1629795337.7212687,8840,1440.0
1629795347.319472,8860,1440.0
1629795374.97,8920,1440.0
1629795428.8507934,9040,1440.0
1629795512.2869923,9220,1440.0
1629795540.1994202,9280,1440.0
1629795549.2961967,9300,1440.0
1629795641.2133205,9500,1440.0
1629795804.0140846,9840,1440.0
1629795823.1917734,9880,1440.0
1629795957.9633448,10160,1440.0
1629796005.040351,10260,1440.0
1629796023.7412634,10300,1440.0
1629796051.6480534,10360,1440.0
1629796126.33453,10520,1440.0
1629796181.2487044,10640,1440.0
1629796199.6327593,10680,1440.0
1629796227.7140687,10740,1440.0
1629796282.811307,10860,1440.0
1629796329.2213802,10960,1440.0
1629796423.2901044,11160,1440.0
1629796479.7583017,11280,1440.0
1629796535.1555026,11400,1440.0
1629796573.3418705,11480,1440.0
1629796629.5210073,11600,1440.0
1629796648.3008213,11640,1440.0
1629796657.62014,11660,1440.0
1629796676.7383018,11700,1440.0
1629796695.246055,11740,1440.0
1629796704.49425,11760,1440.0
1629796751.3772047,11860,1440.0
1629796760.8556213,11880,1440.0
1629796845.1180131,12060,1440.0
1629796901.0496604,12180,1440.0
1629796919.9642303,12220,1440.0
1629796966.2396576,12320,1440.0
1629797013.5366745,12420,1440.0
1629797032.3277643,12460,1440.0
1629797145.0418875,12700,1440.0
1629797210.3536892,12840,1440.0
1629797219.989268,12860,1440.0
1629797238.910004,12900,1440.0
1629797257.3796787,12940,1440.0
1629797266.7855387,12960,1440.0
1629797285.7679257,13000,1440.0
1629797399.225375,13240,1440.0
1629797426.4874165,13300,1440.0
1629797463.4962308,13380,1440.0
1629797491.7058225,13440,1440.0
1629797519.8703022,13500,1440.0
1629797557.5850732,13580,1440.0
1629797567.11231,13600,1440.0
1629797604.26466,13680,1440.0
1629797650.5058293,13780,1440.0
1629797754.4376228,14000,1440.0
1629797792.3565364,14080,1440.0
1629797820.8105779,14140,1440.0
1629797895.5424917,14300,1440.0
