Wall time,Step,Value
1629744095.8387654,120,3348.517822265625
1629744224.3890674,380,1924.3515625
1629744284.3868296,500,3935.997802734375
1629744426.3426917,820,1750.3330078125
1629744444.235773,860,3036.19580078125
1629744475.5791142,920,4024.608642578125
1629744497.4724436,960,3721.875732421875
1629744557.1423714,1080,5220.56591796875
1629744588.4418347,1140,1440.0
1629744745.99603,1440,1440.0
1629744776.84818,1500,1440.0
1629744829.3641996,1600,1440.0
1629744914.172642,1760,1440.0
1629744988.7270122,1900,1440.0
1629745070.1682725,2060,1440.0
1629745101.79105,2120,1440.0
1629745112.050564,2140,1440.0
1629745184.625036,2280,1440.0
1629745321.980758,2540,1440.0
1629745458.8292327,2800,1440.0
1629745572.4648213,3020,1440.0
1629745625.5896454,3120,1440.0
1629745658.4986012,3180,1440.0
1629745754.3510256,3360,1440.0
1629745765.4620824,3380,1440.0
1629745870.697914,3580,1440.0
1629745923.1922307,3680,1440.0
1629745944.4472258,3720,1440.0
1629745955.591537,3740,1440.0
1629745997.1387782,3820,1440.0
1629746084.142878,3980,1440.0
1629746169.1358473,4140,1440.0
1629746180.2911851,4160,1440.0
1629746233.541863,4260,1440.0
1629746347.8195508,4480,1440.0
1629746411.8589535,4600,1440.0
1629746463.9359047,4700,1440.0
1629746496.474325,4760,1440.0
1629746624.9426718,5000,1440.0
1629746688.7372355,5120,1440.0
1629746739.8924887,5220,1440.0
1629746812.5525136,5360,1440.0
1629746855.0232987,5440,1440.0
1629746875.9345064,5480,1440.0
1629747079.1702538,5860,1440.0
1629747132.2473187,5960,1440.0
1629747142.4270065,5980,1440.0
1629747195.506104,6080,1440.0
1629747247.944267,6180,1440.0
1629747269.51364,6220,1440.0
1629747355.966097,6380,1440.0
1629747367.1006272,6400,1440.0
1629747440.9773831,6540,1440.0
1629747482.2386932,6620,1440.0
1629747577.4844813,6800,1440.0
1629747663.63068,6960,1440.0
1629747835.4180434,7280,1440.0
1629747876.957759,7360,1440.0
1629747940.8749623,7480,1440.0
1629747984.4557884,7560,1440.0
1629748006.2709196,7600,1440.0
1629748449.8069384,8440,1440.0
1629748460.529066,8460,1440.0
1629748481.2815232,8500,1440.0
1629748544.6127331,8620,1440.0
1629748642.5879273,8800,1440.0
1629748663.2073593,8840,1440.0
1629748674.1971421,8860,1440.0
1629748705.1787517,8920,1440.0
1629748767.9535377,9040,1440.0
1629748865.8875313,9220,1440.0
1629748896.6495798,9280,1440.0
1629748907.0133655,9300,1440.0
1629749011.2766266,9500,1440.0
1629749178.3561015,9840,1440.0
1629749197.4042575,9880,1440.0
1629749334.5922577,10160,1440.0
1629749382.3858793,10260,1440.0
1629749401.5695336,10300,1440.0
1629749430.701488,10360,1440.0
1629749505.9385407,10520,1440.0
1629749563.5408115,10640,1440.0
1629749582.829136,10680,1440.0
1629749611.1343706,10740,1440.0
1629749669.031376,10860,1440.0
1629749717.1296794,10960,1440.0
1629749811.9838545,11160,1440.0
1629749868.8713503,11280,1440.0
1629749926.300584,11400,1440.0
1629749964.012454,11480,1440.0
1629750021.69748,11600,1440.0
1629750040.587798,11640,1440.0
1629750049.8083556,11660,1440.0
1629750068.846573,11700,1440.0
1629750087.7159338,11740,1440.0
1629750097.3225555,11760,1440.0
1629750144.706657,11860,1440.0
1629750154.4068067,11880,1440.0
1629750240.3121927,12060,1440.0
1629750298.410612,12180,1440.0
1629750317.3252077,12220,1440.0
1629750364.3368685,12320,1440.0
1629750412.2017643,12420,1440.0
1629750431.164187,12460,1440.0
1629750547.1723626,12700,1440.0
1629750613.4804566,12840,1440.0
1629750623.1452029,12860,1440.0
1629750642.4849286,12900,1440.0
1629750662.0793564,12940,1440.0
1629750671.9787283,12960,1440.0
1629750691.1984308,13000,1440.0
1629750805.65422,13240,1440.0
1629750834.6986597,13300,1440.0
1629750873.316101,13380,1440.0
1629750902.3301842,13440,1440.0
1629750931.1734476,13500,1440.0
1629750968.8274977,13580,1440.0
1629750978.7076344,13600,1440.0
1629751016.5639877,13680,1440.0
1629751064.5835128,13780,1440.0
1629751169.1796978,14000,1440.0
1629751207.5002184,14080,1440.0
1629751236.8919632,14140,1440.0
1629751313.2122393,14300,1440.0
1629751351.6716197,14380,1440.0
1629751380.3083024,14440,1440.0
1629751390.0978024,14460,1440.0
1629751399.9387321,14480,1440.0
1629751466.6623564,14620,1440.0
1629751524.2882438,14740,1440.0
1629751543.1368096,14780,1440.0
1629751552.930132,14800,1440.0
1629751591.5699277,14880,1440.0
1629751629.2338624,14960,1440.0
1629751667.6573174,15040,1440.0
1629751677.2679641,15060,1440.0
1629751715.691026,15140,1440.0
1629751801.0879443,15320,1440.0
1629751839.949068,15400,1440.0
1629751849.2497635,15420,1440.0
1629751858.7020397,15440,1440.0
1629751878.4355402,15480,1440.0
1629751888.1757433,15500,1440.0
1629751945.971962,15620,1440.0
1629751984.7169201,15700,1440.0
1629751994.4212933,15720,1440.0
1629752013.803986,15760,1440.0
1629752032.3367326,15800,1440.0
1629752060.8986037,15860,1440.0
1629752070.4954581,15880,1440.0
1629752080.0883634,15900,1440.0
1629752089.9517586,15920,1440.0
1629752120.0325248,15980,1440.0
1629752157.7604713,16060,1440.0
1629752205.2347698,16160,1440.0
1629752214.6185713,16180,1440.0
1629752224.353053,16200,1440.0
1629752282.4813397,16320,1440.0
1629752445.819843,16660,1440.0
1629752484.123506,16740,1440.0
1629752503.226831,16780,1440.0
1629752551.390324,16880,1440.0
1629752780.376213,17360,1440.0
1629752799.1918275,17400,1440.0
1629752846.164296,17500,1440.0
1629752865.2485323,17540,1440.0
1629752903.8486726,17620,1440.0
1629752922.8715367,17660,1440.0
1629753000.0897846,17820,1440.0
1629753057.9066637,17940,1440.0
1629753096.583071,18020,1440.0
1629753163.5102727,18160,1440.0
1629753182.6421738,18200,1440.0
1629753239.9256775,18320,1440.0
1629753259.4658525,18360,1440.0
1629753288.4934947,18420,1440.0
1629753317.6514022,18480,1440.0
1629753394.9417799,18640,1440.0
1629753404.8387434,18660,1440.0
1629753433.8157225,18720,1440.0
1629753500.7383466,18860,1440.0
1629753529.0726295,18920,1440.0
1629753614.3203747,19100,1440.0
1629753652.3385525,19180,1440.0
1629753681.6893277,19240,1440.0
1629753691.1186094,19260,1440.0
1629753777.3729792,19440,1440.0
1629753786.7328758,19460,1440.0
1629753824.3063865,19540,1440.0
1629753842.9994054,19580,1440.0
1629753852.4121969,19600,1440.0
1629753890.7500255,19680,1440.0
1629753900.0353246,19700,1440.0
1629753929.287015,19760,1440.0
1629753938.5669317,19780,1440.0
1629754015.784209,19940,1440.0
1629754056.2989645,20020,1440.0
1629754075.4447873,20060,1440.0
1629754095.5789163,20100,1440.0
1629754105.3292654,20120,1440.0
1629754191.8686526,20300,1440.0
