,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel,Time,Reward,Input,RodPos,RodVel,ActPos,ActVel
0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0,0.0,0.0,0.0,-0.00200628125,0.0,0.004,0.0
1,0.01,-0.003197209164326381,9.986608505249023,-0.003197209164326381,-0.11909279143263812,0.0049986608505249025,0.09986608505249024,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0014954631260611204,-10.0,-0.0014954631260611204,0.051081812393887926,0.003,-0.1,0.01,-0.003198315919561985,9.99960708618164,-0.003198315919561985,-0.11920346695619852,0.004999960708618164,0.0999960708618164,0.01,-0.0014954631260611204,-10.0,-0.0014954631260611204,0.051081812393887926,0.003,-0.1,0.01,-0.003171387094960755,9.683334350585936,-0.003171387094960755,-0.1165105844960755,0.0049683334350585934,0.09683334350585936,0.01,-0.0031982066244374712,9.998323440551756,-0.0031982066244374712,-0.11919253744374712,0.004999832344055176,0.09998323440551758,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0031783683413390594,9.76532745361328,-0.0031783683413390594,-0.11720870913390596,0.004976532745361329,0.0976532745361328,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0014954631260611204,-10.0,-0.0014954631260611204,0.051081812393887926,0.003,-0.1,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.003178969870523605,9.772392272949217,-0.003178969870523605,-0.11726886205236048,0.004977239227294921,0.0977239227294922,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0014955023456340328,-9.999539375305176,-0.0014955023456340328,0.051077890436596704,0.0030000460624694824,-0.09999539375305176,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0031961702922438926,9.974407196044922,-0.0031961702922438926,-0.11898890422438928,0.004997440719604493,0.09974407196044921,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0031978121551099166,9.993690490722656,-0.0031978121551099166,-0.11915309051099172,0.0049993690490722645,0.09993690490722656,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0031478350512273044,9.406721115112305,-0.0031478350512273044,-0.11415538012273042,0.004940672111511231,0.09406721115112304,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0015627063424186512,-9.21024417877197,-0.0015627063424186512,0.044357490758134874,0.0030789755821228025,-0.09210244178771973,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0014954631260611204,-10.0,-0.0014954631260611204,0.051081812393887926,0.003,-0.1,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.003198280353986549,9.999189376831055,-0.003198280353986549,-0.1191999103986549,0.0049999189376831055,0.09999189376831057,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0014954631260611204,-10.0,-0.0014954631260611204,0.051081812393887926,0.003,-0.1,0.01,-0.0031981959060448737,9.998197555541992,-0.0031981959060448737,-0.1191914656044874,0.004999819755554199,0.09998197555541993,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.003198349211538992,9.999998092651367,-0.003198349211538992,-0.11920679615389917,0.0049999998092651364,0.09999998092651367,0.01,-0.003198349211538992,9.999998092651367,-0.003198349211538992,-0.11920679615389917,0.0049999998092651364,0.09999998092651367,0.01,-0.0031980538061430167,9.99652862548828,-0.0031980538061430167,-0.11917725561430174,0.004999652862548828,0.09996528625488281,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0015299463874447728,-9.59500217437744,-0.0015299463874447728,0.0476334862555227,0.003040499782562256,-0.0959500217437744,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0015173393653519895,-9.74306869506836,-0.0015173393653519895,0.04889418846480103,0.0030256931304931643,-0.0974306869506836,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1,0.01,-0.0031983493739388795,10.0,-0.0031983493739388795,-0.11920681239388796,0.005,0.1
2,0.02,-0.005186622161965883,10.0,-0.005186622161965883,-0.19894129976395017,0.006997321701049805,0.19986608505249023,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0006426442751123175,-10.0,-0.0006426442751123175,0.0852818850948803,0.001,-0.2,0.02,-0.00518846990714969,10.0,-0.00518846990714969,-0.19901539875877045,0.006999921417236328,0.1999960708618164,0.02,-0.0006426442751123175,-10.0,-0.0006426442751123175,0.0852818850948803,0.001,-0.2,0.02,-0.005143511813108823,10.0,-0.005143511813108823,-0.19721247181480683,0.006936666870117188,0.19683334350585935,0.02,-0.005188287437229116,10.0,-0.005188287437229116,-0.19900808127916456,0.006999664688110352,0.1999832344055176,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.005155157693983046,9.999889373779297,-0.005155157693983046,-0.19767893526439864,0.0069530544281005855,0.19765216827392576,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0006426442751123175,-10.0,-0.0006426442751123175,0.0852818850948803,0.001,-0.2,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0051561712131626865,9.999998092651367,-0.0051561712131626865,-0.19772013426390825,0.0069544782638549804,0.19772390365600584,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0017911807287954156,3.488522529602051,-0.0017911807287954156,-0.02956783831613831,0.00234894437789917,-0.06511016845703126,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.005184887748768404,10.0,-0.005184887748768404,-0.1988717456524512,0.006994881439208985,0.19974407196044924,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.005187628864514302,10.0,-0.005187628864514302,-0.19898167094043845,0.006998738098144532,0.19993690490722657,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.005104190495565496,9.999990463256836,-0.005104190495565496,-0.19563554443381917,0.006881343269348145,0.1940671157836914,0.02,-0.005188525597355505,9.999998092651367,-0.005188525597355505,-0.19901762234166248,0.0069999998092651365,0.1999999809265137,0.02,-0.0012738017056289743,-3.9057135581970206,-0.0012738017056289743,0.028890463678967696,0.0017673798084259027,-0.13115957736968994,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0023455305229900768,10.0,-0.0023455305229900768,-0.0850067396928956,0.003,0.0,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.005182509567540568,9.930694580078125,-0.005182509567540568,-0.198422921355402,0.006992907333374024,0.1992988395690918,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0006434183541776891,-9.9909086227417,-0.0006434183541776891,0.08520447718834313,0.0010009091377258302,-0.19990908622741696,0.02,-0.00518826954270496,10.0,-0.00518826954270496,-0.19900736366600855,0.006999639511108398,0.1999819755554199,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.004906233071595451,6.684541702270508,-0.004906233071595451,-0.17078838600564594,0.006668453788757325,0.16684539794921877,0.02,-0.00518852548862624,10.0,-0.00518852548862624,-0.19901762770872472,0.006999999618530274,0.1999999809265137,0.02,-0.005187885332796808,9.998273849487305,-0.005187885332796808,-0.1989831526653791,0.0069991331100463855,0.19994802474975587,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0024029897859240584,9.998695373535154,-0.0024029897859240584,-0.08730433984792854,0.0030808691024780278,0.004036931991577147,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.000706277711392752,-9.681591033935545,-0.000706277711392752,0.08110616539592375,0.0010832271575927737,-0.19424659729003904,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2,0.02,-0.0051885257597553925,10.0,-0.0051885257597553925,-0.19901763858165128,0.007,0.2
3,0.03,-0.007330507020086149,10.0,-0.007330507020086149,-0.21438848581202677,0.008,0.29986608505249024,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,0.0002761039007865403,-10.0,0.0002761039007865403,0.09187481758988576,0.0,-0.30000000000000004,0.03,-0.007332497609899287,10.0,-0.007332497609899287,-0.2144027702749596,0.008,0.29999607086181646,0.03,-0.000317510684625231,-3.0281357765197754,-0.000317510684625231,0.032513359048708654,0.0,-0.23028135776519773,0.03,-0.007284063916335897,10.0,-0.007284063916335897,-0.21405521032270736,0.008,0.2968333435058594,0.03,-0.007332301033678562,10.0,-0.007332301033678562,-0.2144013596449444,0.008,0.29998323440551755,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.00729660437105507,9.999998092651367,-0.00729660437105507,-0.21414466770720247,0.008,0.2976521492004395,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,0.0002761039007865403,-10.0,0.0002761039007865403,0.09187481758988576,0.0,-0.30000000000000004,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.007297701887254419,10.0,-0.007297701887254419,-0.21415306740917336,0.008,0.2977239036560059,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.007331092770944205,9.982793807983398,-0.007331092770944205,-0.2142567011188812,0.008,0.299827938079834,0.03,-0.0033441999534637337,9.999492645263674,-0.0033441999534637337,-0.15530192246683175,0.0026977919578552246,0.03488475799560546,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.00732863852367608,10.0,-0.00732863852367608,-0.2143750774907676,0.008,0.2997440719604493,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.007331591548329168,10.0,-0.007331591548329168,-0.21439626838148673,0.008,0.2999369049072266,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.006999829574758316,7.15926170349121,-0.006999829574758316,-0.18956390791928196,0.008,0.2656597328186035,0.03,-0.007332557509203221,10.0,-0.007332557509203221,-0.21440319118477164,0.008,0.2999999809265137,0.03,-0.002078706259826491,6.061746597290039,-0.002078706259826491,-0.08049045541975167,0.0010619586944580076,-0.07054211139678955,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.004269777583856535,10.0,-0.004269777583856535,-0.1924247060866458,0.004,0.1,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.006098987977259225,-4.370823860168457,-0.006098987977259225,-0.0916478409718657,0.008,0.15559060096740723,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.0014280235282385996,9.999399185180664,-0.0014280235282385996,-0.07846051740609106,1.7581939697267068e-06,-0.09991509437561033,0.03,-0.007332281593372925,9.999998092651367,-0.007332281593372925,-0.2144012050667966,0.008,0.2999819564819336,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.006118159397272848,1.2723884582519531,-0.006118159397272848,-0.12119263256773966,0.008,0.1795692825317383,0.03,-0.007332557488242894,10.0,-0.007332557488242894,-0.2144031999616656,0.008,0.2999999809265137,0.03,-0.0073310500060973826,9.991416931152344,-0.0073310500060973826,-0.21431646733005755,0.008,0.29986219406127934,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.004331613097511896,10.0,-0.004331613097511896,-0.19286233115878376,0.004121238422393799,0.10403693199157717,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.0015112357067211955,9.99818420410156,-0.0015112357067211955,-0.08049579953284436,0.0001405796051025392,-0.09426475524902345,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004,0.03,-0.007332557780332374,10.0,-0.007332557780332374,-0.21440320205769828,0.008,0.30000000000000004
4,0.04,-0.008091379176091781,0.0,-0.008091379176091781,0.0,0.008,0.29986608505249024,0.04,-0.007241477739993062,-10.0,-0.007241477739993062,0.009108004033931277,0.008,0.20000000000000004,0.04,-0.008092920863931942,0.0,-0.008092920863931942,0.0,0.008,0.30000000000000004,0.04,0.000213852076685398,0.0,0.000213852076685398,-0.00622518241011423,0.0,-0.30000000000000004,0.04,-0.008092875629963123,0.0,-0.008092875629963123,0.0,0.008,0.29999607086181646,0.04,-0.0017271425102664672,9.99991989135742,-0.0017271425102664672,-0.1409631825641236,0.0,-0.13028215885162353,0.04,-0.008056464920052886,0.0,-0.008056464920052886,0.0,0.008,0.2968333435058594,0.04,-0.00724128472708728,-10.0,-0.00724128472708728,0.009101630659128113,0.008,0.19998323440551757,0.04,-0.008092920863931942,0.0,-0.008092920863931942,0.0,0.008,0.30000000000000004,0.04,-0.007214443990841363,-10.0,-0.007214443990841363,0.008216038021370747,0.008,0.19765214920043944,0.04,-0.008092920863931942,0.0,-0.008092920863931942,0.0,0.008,0.30000000000000004,0.04,0.000213852076685398,0.0,0.000213852076685398,-0.00622518241011423,0.0,-0.30000000000000004,0.04,-0.008092920863931942,0.0,-0.008092920863931942,0.0,0.008,0.30000000000000004,0.04,-0.008066717368119054,0.0,-0.008066717368119054,0.0,0.008,0.2977239036560059,0.04,-0.008092920863931942,0.0,-0.008092920863931942,0.0,0.008,0.30000000000000004,0.04,-0.007241477739993062,-10.0,-0.007241477739993062,0.009108004033931277,0.008,0.20000000000000004,0.04,-0.007241477739993062,-10.0,-0.007241477739993062,0.009108004033931277,0.008,0.20000000000000004,0.04,-0.00740233856409228,-8.110727310180664,-0.00740233856409228,-0.006978078375990543,0.008,0.21889272689819336,0.04,-0.007592391791042791,-5.849870681762695,-0.007592391791042791,-0.026129902009858454,0.008,0.24132923126220704,0.04,-0.00564469562184792,10.0,-0.00564469562184792,-0.23004956683841865,0.004046639537811279,0.13488475799560545,0.04,-0.008092920863931942,0.0,-0.008092920863931942,0.0,0.008,0.30000000000000004,0.04,-0.008092920863931942,0.0,-0.008092920863931942,0.0,0.008,0.30000000000000004,0.04,-0.008089974507652312,0.0,-0.008089974507652312,0.0,0.008,0.2997440719604493,0.04,-0.008092920863931942,0.0,-0.008092920863931942,0.0,0.008,0.30000000000000004,0.04,-0.007240751361503495,-10.0,-0.007240751361503495,0.00908401868256739,0.008,0.19993690490722657,0.04,-0.008092920863931942,0.0,-0.008092920863931942,0.0,0.008,0.30000000000000004,0.04,-0.007019274278339348,-7.064875602722168,-0.007019274278339348,-0.0019444703581031615,0.008,0.19501097679138185,0.04,-0.00809292057184246,0.0,-0.00809292057184246,0.0,0.008,0.2999999809265137,0.04,-0.0040434671044504815,10.0,-0.0040434671044504815,-0.19647608446239911,0.0013565375804901122,0.029457888603210452,0.04,-0.007241584761519147,-9.998743057250977,-0.007241584761519147,0.009097301881322822,0.008,0.20001256942749027,0.04,-0.006641875925366473,10.0,-0.006641875925366473,-0.23720983415099373,0.006,0.2,0.04,-0.008092920863931942,0.0,-0.008092920863931942,0.0,0.008,0.30000000000000004,0.04,-0.0060394049888985845,0.0,-0.0060394049888985845,0.005958298836063954,0.008,0.15559060096740723,0.04,-0.008092920863931942,0.0,-0.008092920863931942,0.0,0.008,0.30000000000000004,0.04,-0.0035804025677184247,10.0,-0.0035804025677184247,-0.21523790394798256,2.607250213623319e-06,8.49056243896612e-05,0.04,-0.008092713087460393,0.0,-0.008092713087460393,0.0,0.008,0.2999819564819336,0.04,-0.007241477739993062,-10.0,-0.007241477739993062,0.009108004033931277,0.008,0.20000000000000004,0.04,-0.006344566741446816,0.0,-0.006344566741446816,-0.022640734417396776,0.008,0.1795692825317383,0.04,-0.00809292064434957,0.0,-0.00809292064434957,0.0,0.008,0.2999999809265137,0.04,-0.0080910368018404,0.0,-0.0080910368018404,0.0,0.008,0.29986219406127934,0.04,-0.008092920863931942,0.0,-0.008092920863931942,0.0,0.008,0.30000000000000004,0.04,-0.007241477739993062,-10.0,-0.007241477739993062,0.009108004033931277,0.008,0.20000000000000004,0.04,-0.006688301269103264,10.0,-0.006688301269103264,-0.2356688171591368,0.00616160774230957,0.20403693199157716,0.04,-0.007241477739993062,-10.0,-0.007241477739993062,0.009108004033931277,0.008,0.20000000000000004,0.04,-0.0036571775108426886,10.0,-0.0036571775108426886,-0.21459418041214928,0.0001979320526123048,0.005735244750976559,0.04,-0.0072416208142942464,-9.998319625854492,-0.0072416208142942464,0.009093696603812899,0.008,0.20001680374145517,0.04,-0.008092920863931942,0.0,-0.008092920863931942,0.0,0.008,0.30000000000000004,0.04,-0.008092920863931942,0.0,-0.008092920863931942,0.0,0.008,0.30000000000000004,0.04,-0.008092920863931942,0.0,-0.008092920863931942,0.0,0.008,0.30000000000000004
