Wall time,Step,Value
1619739216.4609745,240,0.12716327607631683
1619739323.4925458,480,0.12782572209835052
1619739430.5352483,720,0.12363909929990768
1619739537.7685611,960,0.12634138762950897
1619739644.582467,1200,0.12748801708221436
1619739751.784905,1440,0.12746800482273102
1619739859.2612553,1680,0.12592530250549316
1619739966.7718306,1920,0.12739205360412598
1619740074.1387877,2160,0.1266881227493286
1619740181.5311565,2400,0.1279292106628418
1619740288.7282097,2640,0.12739548087120056
1619740395.8708978,2880,0.12607772648334503
1619740503.0576205,3120,0.1276354193687439
1619740610.1690784,3360,0.12645234167575836
1619740717.5952377,3600,0.12756262719631195
1619740824.7629793,3840,0.12748193740844727
1619740931.7785087,4080,0.12477685511112213
1619741038.7994797,4320,0.12786749005317688
1619741146.1370094,4560,0.1275082230567932
1619741253.3429992,4800,0.12598004937171936
1619741362.5370324,5040,0.12719346582889557
1619741474.3515298,5280,0.12782827019691467
1619741585.9010155,5520,0.12800967693328857
1619741696.4073577,5760,0.12800967693328857
1619741806.6823974,6000,0.12800967693328857
1619741917.49924,6240,0.12800967693328857
1619742028.2608392,6480,0.12800967693328857
1619742138.1716087,6720,0.12800967693328857
1619742248.6832342,6960,0.12800967693328857
1619742359.7294056,7200,0.12800967693328857
1619742470.9303174,7440,0.12800967693328857
1619742582.0903373,7680,0.12800967693328857
1619742693.6132288,7920,0.12800967693328857
1619742805.1112087,8160,0.12800967693328857
1619742916.114314,8400,0.12800967693328857
1619743027.0978253,8640,0.12800967693328857
1619743137.8788188,8880,0.12800967693328857
1619743248.5908194,9120,0.12800967693328857
1619743359.18587,9360,0.12800967693328857
1619743470.0035083,9600,0.12800967693328857
1619743580.571447,9840,0.12800967693328857
1619743718.4356594,10080,0.12800967693328857
1619743828.101641,10320,0.12800967693328857
1619743937.6505861,10560,0.12800967693328857
1619744049.0129,10800,0.12800967693328857
1619744159.2835205,11040,0.12800967693328857
1619744268.9408846,11280,0.12800967693328857
1619744379.9995618,11520,0.12800967693328857
1619744489.988259,11760,0.12800967693328857
1619744599.57794,12000,0.12800967693328857
1619744709.5946777,12240,0.12800967693328857
1619744819.7390769,12480,0.12800967693328857
1619744929.8973086,12720,0.12800967693328857
1619745041.1552033,12960,0.12800967693328857
1619745151.4267359,13200,0.12800967693328857
1619745261.5199206,13440,0.12800967693328857
1619745371.0213249,13680,0.12800967693328857
1619745481.2824733,13920,0.12800967693328857
1619745592.0624306,14160,0.12800967693328857
1619745701.7539237,14400,0.12800967693328857
1619745812.551158,14640,0.12800967693328857
1619745922.5354145,14880,0.12800967693328857
1619746031.9153364,15120,0.12800967693328857
1619746141.1283886,15360,0.12800967693328857
1619746250.784458,15600,0.12800967693328857
1619746361.6314294,15840,0.12800967693328857
1619746471.9345188,16080,0.12800967693328857
1619746582.6794977,16320,0.12800967693328857
1619746692.664232,16560,0.12800967693328857
1619746802.5761392,16800,0.12800967693328857
1619746912.5273337,17040,0.12800967693328857
1619747022.782698,17280,0.12800967693328857
1619747134.2180977,17520,0.12800967693328857
1619747244.1283658,17760,0.12800967693328857
1619747354.4619427,18000,0.12800967693328857
1619747464.0329895,18240,0.12800967693328857
1619747574.0989084,18480,0.12800967693328857
