Wall time,Step,Value
1627713669.6676204,380,1924.3515625
1627713887.7681851,860,3036.19580078125
1627713915.176491,920,4024.608642578125
1627714148.429985,1440,1987.676025390625
1627714355.5293946,1900,3251.491455078125
1627714940.6347563,3180,3695.587158203125
1627715022.7683067,3360,2146.362060546875
1627715588.572265,4600,1707.6107177734375
1627715634.3233588,4700,4864.1005859375
1627715827.1525419,5120,1440.0
1627715992.3750222,5480,1440.0
1627716314.2169635,6180,1440.0
1627716332.7910914,6220,1440.0
1627716404.545748,6380,1440.0
1627717316.5071545,8440,1440.0
1627717661.6800997,9220,1440.0
1627717785.520446,9500,1440.0
1627718331.6602905,10740,1440.0
1627718568.0640063,11280,1440.0
1627718709.6748447,11600,1440.0
1627718771.9346302,11740,1440.0
1627718780.7566736,11760,1440.0
1627719201.138536,12700,1440.0
1627719318.9910283,12960,1440.0
1627719444.284841,13240,1440.0
1627719534.7103262,13440,1440.0
1627719920.693068,14300,1440.0
1627719991.6483672,14460,1440.0
1627720377.3119645,15320,1440.0
1627720431.55671,15440,1440.0
1627720557.99857,15720,1440.0
1627720575.6513329,15760,1440.0
1627720710.611096,16060,1440.0
1627720764.8879273,16180,1440.0
1627721015.002866,16740,1440.0
1627721999.028887,18920,1440.0
1627722233.6331174,19440,1440.0
1627722242.7379532,19460,1440.0
1627722296.7911584,19580,1440.0
1627722540.4350598,20120,1440.0
1627722621.719658,20300,1440.0
1627723065.1911573,21280,1440.0
1627723092.0233557,21340,1440.0
1627723336.844532,21880,1440.0
1627723436.3385074,22100,1440.0
1627723946.3379607,23240,1440.0
1627724119.3578467,23620,1440.0
1627724850.3732831,25240,1440.0
1627725346.6476793,26340,1440.0
1627725374.1317427,26400,1440.0
1627725499.9566748,26680,1440.0
1627725536.566181,26760,1440.0
1627725967.9681623,27720,1440.0
1627726031.6136038,27860,1440.0
1627726229.0621455,28300,1440.0
1627726337.7105944,28540,1440.0
1627726428.9444058,28740,1440.0
1627726699.0383582,29340,1440.0
1627726797.3811274,29560,1440.0
1627726923.2824495,29840,1440.0
1627727213.6122851,30480,1440.0
1627727477.0837045,31060,1440.0
1627727622.8404715,31380,1440.0
1627727766.713299,31700,1440.0
1627727802.4901254,31780,1440.0
1627727955.2089562,32120,1440.0
1627728273.0310447,32820,1440.0
1627728731.821373,33840,1440.0
1627728895.9196343,34200,1440.0
1627728976.3138483,34380,1440.0
1627729102.9238896,34660,1440.0
1627729121.4912875,34700,1440.0
1627729147.741722,34760,1440.0
1627729545.1037576,35640,1440.0
1627729953.7920682,36540,1440.0
1627730115.594942,36900,1440.0
1627730197.9036052,37080,1440.0
1627730316.6743352,37340,1440.0
1627730344.1108544,37400,1440.0
1627730417.0864809,37560,1440.0
1627730778.2318683,38360,1440.0
1627730929.042536,38700,1440.0
1627731018.2287984,38900,1440.0
1627731045.325647,38960,1440.0
1627731533.2726107,40040,1440.0
1627731847.5580237,40740,1440.0
1627732215.3325925,41560,1440.0
1627732288.1819386,41720,1440.0
1627732325.3650112,41800,1440.0
1627732388.6074862,41940,1440.0
1627733208.8980458,43760,1440.0
1627733317.0790796,44000,1440.0
1627733424.493532,44240,1440.0
1627733604.725797,44640,1440.0
1627733649.712505,44740,1440.0
1627733658.8415601,44760,1440.0
1627733838.3184834,45160,1440.0
1627733882.372422,45260,1440.0
1627734284.10422,46160,1440.0
1627734392.0676394,46400,1440.0
1627734705.5665429,47100,1440.0
1627735023.313608,47800,1440.0
1627735032.1889734,47820,1440.0
1627735050.2683759,47860,1440.0
1627735444.5571113,48740,1440.0
1627735598.768474,49080,1440.0
1627735616.5890896,49120,1440.0
1627735661.0280564,49220,1440.0
1627735887.094501,49720,1440.0
1627735896.2338462,49740,1440.0
1627735985.3209708,49940,1440.0
1627736003.6845007,49980,1440.0
1627736050.4557536,50080,1440.0
1627736175.3072634,50360,1440.0
1627736309.5903745,50660,1440.0
1627736444.932706,50960,1440.0
1627736498.2971413,51080,1440.0
1627737685.1030679,53720,1440.0
1627738182.5423603,54820,1440.0
1627738307.3812354,55100,1440.0
