Wall time,Step,Value
1627488884.8014529,380,2804.3173828125
1627489092.9823537,860,3011.92431640625
1627489118.9643037,920,3039.19091796875
1627489344.796957,1440,1483.4664306640625
1627489544.5074708,1900,3680.002197265625
1627490100.4041803,3180,2070.178955078125
1627490178.6032505,3360,2975.3349609375
1627490717.726113,4600,3812.5341796875
1627490761.170443,4700,2388.43896484375
1627490945.2226603,5120,1440.0
1627491107.6557667,5480,1440.0
1627491424.5960276,6180,1440.0
1627491442.792052,6220,1440.0
1627491515.4823816,6380,1440.0
1627492447.894697,8440,1440.0
1627492800.2138097,9220,1440.0
1627492928.6118994,9500,1440.0
1627493491.5511863,10740,1440.0
1627493735.6067867,11280,1440.0
1627493880.523517,11600,1440.0
1627493944.1720665,11740,1440.0
1627493952.9530976,11760,1440.0
1627494377.4651082,12700,1440.0
1627494494.682899,12960,1440.0
1627494621.4541197,13240,1440.0
1627494711.6205866,13440,1440.0
1627495097.9288719,14300,1440.0
1627495169.9369946,14460,1440.0
1627495555.7707758,15320,1440.0
1627495610.0060081,15440,1440.0
1627495736.2251022,15720,1440.0
1627495754.6568418,15760,1440.0
1627495890.6671388,16060,1440.0
1627495944.5564866,16180,1440.0
1627496195.392318,16740,1440.0
1627497172.9955454,18920,1440.0
1627497406.5405307,19440,1440.0
1627497415.6081297,19460,1440.0
1627497469.1057363,19580,1440.0
1627497712.3995225,20120,1440.0
1627497794.3392813,20300,1440.0
1627498234.519312,21280,1440.0
1627498260.4717646,21340,1440.0
1627498502.4590466,21880,1440.0
1627498600.5773525,22100,1440.0
1627499113.475074,23240,1440.0
1627499285.571263,23620,1440.0
1627500009.8784635,25240,1440.0
1627500498.2291038,26340,1440.0
1627500524.4160635,26400,1440.0
1627500649.830215,26680,1440.0
1627500685.7778711,26760,1440.0
1627501116.863613,27720,1440.0
1627501179.3539228,27860,1440.0
1627501377.4800546,28300,1440.0
1627501484.63483,28540,1440.0
1627501573.484406,28740,1440.0
1627501837.967116,29340,1440.0
1627501937.7292216,29560,1440.0
1627502062.9142408,29840,1440.0
1627502353.3113213,30480,1440.0
1627502615.382026,31060,1440.0
1627502759.0841503,31380,1440.0
1627502902.5594716,31700,1440.0
1627502938.3404117,31780,1440.0
1627503089.9538283,32120,1440.0
1627503403.3656576,32820,1440.0
1627503860.9177697,33840,1440.0
1627504023.3063996,34200,1440.0
1627504104.2576401,34380,1440.0
1627504227.2393346,34660,1440.0
1627504244.9915187,34700,1440.0
1627504272.2803304,34760,1440.0
1627504666.984357,35640,1440.0
1627505073.2646985,36540,1440.0
1627505233.924462,36900,1440.0
1627505314.0263035,37080,1440.0
1627505430.1772747,37340,1440.0
1627505457.1921263,37400,1440.0
1627505529.548522,37560,1440.0
1627505890.8187392,38360,1440.0
1627506043.6326382,38700,1440.0
1627506133.9589846,38900,1440.0
1627506160.7010036,38960,1440.0
1627506647.4140189,40040,1440.0
1627506962.35164,40740,1440.0
1627507325.8234732,41560,1440.0
1627507397.8279684,41720,1440.0
1627507433.9584098,41800,1440.0
1627507496.8221495,41940,1440.0
1627508314.7184305,43760,1440.0
1627508423.043536,44000,1440.0
1627508531.082997,44240,1440.0
1627508711.7307308,44640,1440.0
1627508756.3285654,44740,1440.0
1627508765.1903384,44760,1440.0
1627508945.8844135,45160,1440.0
1627508990.681959,45260,1440.0
1627509396.654142,46160,1440.0
1627509503.6681886,46400,1440.0
1627509820.7949092,47100,1440.0
1627510132.021163,47800,1440.0
1627510141.1058161,47820,1440.0
