# Time, Reward, Input, RodPos, RodVel, ActPos, ActVel
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.006281249999999818e-03,0.000000000000000000e+00,4.000000000000000083e-03,0.000000000000000000e+00
1.000000000000000021e-02,-3.407594152340846436e-03,9.625232696533203125e+00,-3.166440069577487401e-03,-1.160158819577487704e-01,4.962523269653320440e-03,9.625232696533203569e-02
2.000000000000000042e-02,-1.788409224665876967e-03,9.894422531127929688e+00,-5.126263355831418844e-03,-1.959823286253931096e-01,6.914488792419433774e-03,1.951965522766113403e-01
2.999999999999999889e-02,-1.248186803586993476e-03,9.967548370361328125e+00,-7.257395402817840534e-03,-2.131132046986421447e-01,8.000000000000000167e-03,2.948720359802246005e-01
4.000000000000000083e-02,-1.380892872102095067e-03,0.000000000000000000e+00,-8.028994981342308865e-03,0.000000000000000000e+00,8.000000000000000167e-03,2.948720359802246005e-01
5.000000000000000278e-02,-1.108852981199854671e-03,0.000000000000000000e+00,-6.447259741117599037e-03,1.581735240224709793e-01,8.000000000000000167e-03,2.948720359802246005e-01
5.999999999999999778e-02,-6.546781265910433210e-04,0.000000000000000000e+00,-3.806528007340923003e-03,2.640731733776676138e-01,8.000000000000000167e-03,2.948720359802246005e-01
7.000000000000000666e-02,-1.653921325645998865e-04,0.000000000000000000e+00,-9.616478071127988400e-04,2.844880200228124267e-01,8.000000000000000167e-03,2.948720359802246005e-01
8.000000000000000167e-02,2.024354907472993741e-04,0.000000000000000000e+00,1.177030870455144946e-03,2.138678677567943942e-01,8.000000000000000167e-03,2.948720359802246005e-01
8.999999999999999667e-02,4.015426315230792315e-04,0.000000000000000000e+00,2.334709548023088631e-03,1.157678677567943876e-01,8.000000000000000167e-03,2.948720359802246005e-01
1.000000000000000056e-01,4.319292897627397400e-04,0.000000000000000000e+00,2.511388225591032648e-03,1.766786775679438093e-02,8.000000000000000167e-03,2.948720359802246005e-01
1.100000000000000006e-01,2.935954654662808181e-04,0.000000000000000000e+00,1.707066903158976348e-03,-8.043213224320562571e-02,8.000000000000000167e-03,2.948720359802246005e-01
1.199999999999999956e-01,-1.345884136629752045e-05,0.000000000000000000e+00,-7.825441927308005377e-05,-1.785321322432056323e-01,8.000000000000000167e-03,2.948720359802246005e-01
1.300000000000000044e-01,-4.814682730539557808e-04,0.000000000000000000e+00,-2.799425231401985164e-03,-2.721170812128905214e-01,8.000000000000000167e-03,2.948720359802246005e-01
1.400000000000000133e-01,-9.592325322070073806e-04,0.000000000000000000e+00,-5.577314028210090396e-03,-2.777888796808105631e-01,8.000000000000000167e-03,2.948720359802246005e-01
1.499999999999999944e-01,-1.294146182723289332e-03,0.000000000000000000e+00,-7.524619335887461694e-03,-1.947305307677371089e-01,8.000000000000000167e-03,2.948720359802246005e-01
1.600000000000000033e-01,-1.380923902052774103e-03,0.000000000000000000e+00,-8.029175400347509858e-03,0.000000000000000000e+00,8.000000000000000167e-03,2.948720359802246005e-01
1.700000000000000122e-01,-1.108874106853882440e-03,0.000000000000000000e+00,-6.447382573071903933e-03,1.581792827275606272e-01,8.000000000000000167e-03,2.948720359802246005e-01
1.799999999999999933e-01,-6.546827168668338699e-04,0.000000000000000000e+00,-3.806554696812662446e-03,2.640827876259241314e-01,8.000000000000000167e-03,2.948720359802246005e-01
1.900000000000000022e-01,-1.653789091527870317e-04,0.000000000000000000e+00,-9.615709215634368062e-04,2.844983775249225744e-01,8.000000000000000167e-03,2.948720359802246005e-01
2.000000000000000111e-01,2.024621058491536479e-04,0.000000000000000000e+00,1.177185619982449357e-03,2.138756541545885903e-01,8.000000000000000167e-03,2.948720359802246005e-01
2.099999999999999922e-01,4.015826383149748700e-04,0.000000000000000000e+00,2.334942161528335419e-03,1.157756541545885837e-01,8.000000000000000167e-03,2.948720359802246005e-01
2.200000000000000011e-01,4.319826882446767703e-04,0.000000000000000000e+00,2.511698703074221380e-03,1.767565415458857703e-02,8.000000000000000167e-03,2.948720359802246005e-01
2.300000000000000100e-01,2.936622556382591318e-04,0.000000000000000000e+00,1.707455244620107023e-03,-8.042434584541142961e-02,8.000000000000000167e-03,2.948720359802246005e-01
