# Time, Reward, Input, RodPos, RodVel, ActPos, ActVel
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.006281249999999818e-03,0.000000000000000000e+00,4.000000000000000083e-03,0.000000000000000000e+00
1.000000000000000021e-02,-2.849176843408653820e-03,1.000000000000000000e+01,-2.857724373938879282e-03,-8.514431239388794981e-02,5.000000000000000104e-03,1.000000000000000056e-01
2.000000000000000042e-02,-1.373339212808063385e-03,1.000000000000000000e+01,-4.132377691339461818e-03,-1.274653317400582797e-01,7.000000000000000146e-03,2.000000000000000111e-01
2.999999999999999889e-02,-8.719282777116391710e-04,-1.000000000000000000e+01,-3.498176250179096166e-03,6.342014411603655311e-02,8.000000000000000167e-03,1.000000000000000056e-01
4.000000000000000083e-02,-3.220133858581030188e-04,-9.999999046325683594e+00,-1.291917734864424586e-03,2.206258515314671320e-01,8.000000000000000167e-03,9.536743172944284197e-09
5.000000000000000278e-02,1.331474372485512403e-04,0.000000000000000000e+00,5.341875309772092361e-04,1.826105265841633796e-01,8.000000000000000167e-03,9.536743172944284197e-09
5.999999999999999778e-02,3.437918155368753655e-04,0.000000000000000000e+00,1.379292796818842957e-03,8.451052658416337293e-02,8.000000000000000167e-03,9.536743172944284197e-09
7.000000000000000666e-02,3.099197490068694651e-04,0.000000000000000000e+00,1.243398062660476576e-03,-1.358947341583663371e-02,8.000000000000000167e-03,9.536743172944284197e-09
8.000000000000000167e-02,3.153123765853341708e-05,0.000000000000000000e+00,1.265033285021100948e-04,-1.116894734158366403e-01,8.000000000000000167e-03,9.536743172944284197e-09
8.999999999999999667e-02,-4.913737185081326836e-04,0.000000000000000000e+00,-1.971391405656256271e-03,-2.097894734158366470e-01,8.000000000000000167e-03,9.536743172944284197e-09
1.000000000000000056e-01,-1.011217961521318530e-03,0.000000000000000000e+00,-4.057006558350092010e-03,-2.085615152693836294e-01,8.000000000000000167e-03,9.536743172944284197e-09
1.100000000000000006e-01,-1.273858995569189046e-03,0.000000000000000000e+00,-5.110722412072689173e-03,-1.053715853722596851e-01,8.000000000000000167e-03,9.536743172944284197e-09
1.199999999999999956e-01,-1.154471756691684801e-03,0.000000000000000000e+00,-4.631740798276331832e-03,4.789816137963576193e-02,8.000000000000000167e-03,9.536743172944284197e-09
1.300000000000000044e-01,-7.167750888120663242e-04,0.000000000000000000e+00,-2.875701724876073700e-03,1.756039073400258166e-01,8.000000000000000167e-03,9.536743172944284197e-09
1.400000000000000133e-01,-1.792386771499239364e-04,0.000000000000000000e+00,-7.191055898703060771e-04,2.156596135005767467e-01,8.000000000000000167e-03,9.536743172944284197e-09
1.499999999999999944e-01,1.939050596297712484e-04,0.000000000000000000e+00,7.779471177823446115e-04,1.497052707652650749e-01,8.000000000000000167e-03,9.536743172944284197e-09
1.600000000000000033e-01,3.225323515911363535e-04,0.000000000000000000e+00,1.293999825434995199e-03,5.160527076526506829e-02,8.000000000000000167e-03,9.536743172944284197e-09
1.700000000000000122e-01,2.066431987341713517e-04,0.000000000000000000e+00,8.290525330876457938e-04,-4.649472923473493835e-02,8.000000000000000167e-03,9.536743172944284197e-09
